kind,name,state,lat,lon
zip,02898,,41.51764,-71.668521
zip,02903,,41.819233,-71.410245
zip,02904,,41.858334,-71.436294
zip,02905,,41.785273,-71.396227
zip,02906,,41.839468,-71.389175
zip,02907,,41.798593,-71.42463
zip,02908,,41.839025,-71.43925
zip,02909,,41.818122,-71.451776
zip,02910,,41.774999,-71.435594
zip,02911,,41.854888,-71.472812
zip,02912,,41.825524,-71.403275
zip,02914,,41.813577,-71.366468
zip,02915,,41.772177,-71.354407
zip,02916,,41.842661,-71.352438
zip,02917,,41.906288,-71.523811
zip,02918,,41.843839,-71.435018
zip,02919,,41.82744,-71.519879
zip,02920,,41.767344,-71.465508
zip,02921,,41.762906,-71.514814
zip,03031,,42.874824,-71.600533
zip,03032,,42.993501,-71.363966
zip,03033,,42.749263,-71.67567
zip,03034,,43.056895,-71.340635
zip,03036,,42.98453,-71.255104
zip,03037,,43.136321,-71.255077
zip,03038,,42.892761,-71.276763
zip,03042,,43.051027,-71.088254
zip,03043,,42.994135,-71.816098
zip,03044,,43.000369,-71.119162
zip,03045,,43.021515,-71.563462
zip,03046,,43.112473,-71.607479
zip,03047,,42.93874,-71.879424
zip,03048,,42.742874,-71.761755
zip,03049,,42.749624,-71.585402
zip,03051,,42.760497,-71.409393
